,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Years_Since_Join,Total_Amnt_Spend,No_of_Childrens,Is_Parent,Memebers_In_Family,Total_Purchase,labels
895,4,0,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,52,12,1139,1,1,2,31,2
896,2,0,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,1,68,11,797,1,1,3,25,2
897,2,0,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,66,10,1638,1,1,2,29,1
898,4,1,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,50,11,401,1,1,3,23,0
899,2,0,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,38,11,84,1,1,2,19,2
900,2,1,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,66,11,928,0,0,2,20,3
901,2,0,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,54,11,203,1,1,2,17,2
902,2,0,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,57,11,858,0,0,2,18,1
903,2,0,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,51,11,409,0,0,2,16,1
904,2,0,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,55,11,282,3,1,5,21,2
905,2,0,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,47,10,1423,0,0,1,18,1
906,2,0,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,1,63,11,1449,0,0,1,20,1
907,2,0,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,53,11,28,1,1,2,11,2
908,2,0,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,50,10,67,1,1,3,11,2
909,4,1,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,38,10,199,0,0,2,14,3
910,4,0,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,58,11,1453,0,0,1,23,1
911,2,0,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,32,11,1253,0,0,2,21,1
912,4,0,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,61,11,1198,1,1,2,39,2
913,3,1,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,1,52,11,178,1,1,3,17,0
914,2,0,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,30,12,1990,0,0,1,21,1
915,2,1,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,70,11,976,0,0,2,15,3
916,3,0,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,64,11,1001,0,0,2,17,1
918,0,0,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,70,11,350,1,1,2,17,2
919,4,0,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,70,11,1650,0,0,1,28,1
920,4,0,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,69,10,46,2,1,4,12,2
921,2,0,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,31,11,1228,0,0,1,20,1
922,3,0,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,1,55,11,95,1,1,2,13,2
923,4,1,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,76,10,62,2,1,4,13,0
924,2,0,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,38,10,1761,1,1,3,31,1
925,3,0,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,45,12,467,0,0,2,24,1
926,2,1,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,46,10,1149,0,0,2,21,3
927,0,0,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,42,11,2052,0,0,1,21,1
929,4,1,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,48,11,1416,1,1,3,24,0
930,4,0,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,50,10,1113,0,0,2,22,1
931,2,0,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,35,10,125,1,1,2,10,2
932,4,0,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,73,12,966,1,1,2,32,2
933,1,1,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,35,12,32,1,1,3,13,0
935,4,0,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,53,10,46,1,1,3,16,2
936,2,0,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,53,11,960,0,0,2,21,1
937,4,1,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,54,11,1829,1,1,3,38,3
938,2,0,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,53,11,779,1,1,2,31,2
939,4,0,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,49,11,811,1,1,2,29,2
940,0,0,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,72,11,1120,2,1,3,28,2
941,4,0,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,62,11,725,1,1,3,25,2
942,2,0,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,1,41,11,1187,0,0,1,13,1
943,2,0,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,71,11,2302,0,0,2,20,1
944,1,0,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,38,12,66,0,0,1,16,1
945,4,1,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,37,12,1250,0,0,2,27,3
946,0,1,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,42,10,683,1,1,3,23,0
947,2,0,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,45,11,305,2,1,3,16,2
948,2,0,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,47,11,50,1,1,3,10,2
949,0,0,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,49,12,995,1,1,2,24,2
950,4,0,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,45,10,41,1,1,3,10,2
951,4,0,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,48,10,77,2,1,4,14,2
952,3,0,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,1,51,11,171,2,1,3,18,2
953,4,0,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,53,11,131,2,1,3,15,2
954,3,0,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,48,10,54,2,1,4,11,2
955,4,1,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,48,11,53,2,1,4,20,0
956,2,1,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,1,59,12,475,1,1,3,21,0
957,2,0,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,72,12,694,1,1,2,27,2
958,2,1,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,51,10,96,2,1,4,13,0
959,4,0,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,67,11,361,1,1,2,22,2
960,2,0,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,57,12,1079,1,1,2,28,1
961,4,0,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,62,10,578,1,1,2,25,2
962,3,0,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,1,55,12,64,1,1,3,13,2
963,4,1,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,49,11,149,1,1,3,19,0
964,2,1,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,44,10,231,2,1,4,22,0
965,2,0,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,65,11,728,1,1,3,25,2
966,2,1,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,1,51,11,1778,0,0,2,25,3
967,2,1,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,51,12,93,1,1,3,17,0
968,4,1,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,1,50,11,23,1,1,3,12,0
969,2,0,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,44,12,662,1,1,3,33,2
970,2,1,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,36,10,1198,0,0,2,19,3
971,4,0,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,56,11,81,3,1,5,18,2
972,0,1,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,0,36,12,92,1,1,3,18,0
973,0,0,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,65,11,491,1,1,2,23,2
974,3,0,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,53,12,1564,0,0,2,26,1
975,2,1,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,62,10,926,0,0,2,24,3
976,3,0,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,65,12,1910,0,0,2,20,1
978,2,1,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,72,10,94,2,1,4,13,0
979,2,0,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,70,11,1085,1,1,3,35,2
980,0,0,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,64,11,23,2,1,3,8,2
981,2,0,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,59,10,6,0,0,1,14,2
982,3,0,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,45,11,54,1,1,2,13,2
984,2,1,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,1,74,11,1415,0,0,2,26,3
985,4,1,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,50,11,405,1,1,3,20,0
986,4,1,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,46,11,1908,0,0,2,21,3
987,2,1,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,1,55,11,2486,0,0,2,31,3
988,0,0,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,48,11,1315,0,0,1,29,1
989,4,0,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,68,10,45,2,1,3,12,2
990,2,0,85683.0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,1,70,10,1789,0,0,1,18,1
991,0,1,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,52,12,19,1,1,3,11,0
992,3,0,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,43,12,573,1,1,3,31,2
993,2,0,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,35,10,805,1,1,2,28,2
994,2,0,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,70,10,108,2,1,3,11,2
996,2,0,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,46,11,1493,0,0,2,29,1
998,2,1,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,51,11,936,1,1,3,31,0
999,2,0,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,68,11,343,1,1,2,20,2
1000,4,0,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,1,68,12,528,1,1,2,27,2
1001,4,0,95169.0,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,1,37,11,1901,0,0,1,13,1
1002,0,1,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,43,11,724,2,1,4,30,0
1003,2,0,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,37,11,58,1,1,3,15,2
1004,4,1,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,70,11,297,1,1,3,24,0
1005,2,0,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,1,70,11,488,1,1,2,25,2
1006,3,1,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,71,12,859,1,1,3,26,0
1008,2,1,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,56,10,69,2,1,4,18,0
1009,4,0,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,61,11,17,2,1,3,10,2
1010,2,0,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,45,12,2194,1,1,3,26,1
1011,4,0,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,48,10,116,1,1,3,10,2
1012,2,0,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,46,11,279,1,1,2,27,2
1013,3,0,34053.0,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,56,12,103,1,1,3,15,2
1014,3,1,38196.0,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,53,10,44,2,1,4,14,0
1015,3,1,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,73,10,406,0,0,2,18,3
1016,0,1,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,59,10,1363,0,0,2,23,3
1017,2,0,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,55,11,236,0,0,2,13,1
1018,2,1,32300.0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,51,11,39,1,1,3,13,0
1019,2,0,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,48,11,137,0,0,1,15,1
1020,2,1,34961.0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,51,10,79,1,1,3,17,0
1021,4,0,28440.0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,50,11,63,1,1,3,14,2
1022,4,0,64504.0,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,1,71,11,1314,3,1,5,32,2
1023,3,0,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,58,10,71,1,1,3,11,2
1024,2,1,17345.0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,46,12,58,1,1,3,15,0
1025,4,1,56320.0,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,57,11,702,1,1,3,25,0
1026,2,0,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,1,46,11,94,1,1,2,14,2
1027,1,0,15038.0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,37,11,80,1,1,2,16,2
1028,4,0,32173.0,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,66,11,22,1,1,2,9,2
1029,0,0,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,60,12,1211,1,1,3,38,2
1030,2,0,74538.0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,1,53,11,1461,0,0,2,25,1
1031,2,0,91700.0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,1,53,11,1968,0,0,1,23,1
1032,2,0,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,55,10,1091,0,0,2,18,1
1033,0,1,31056.0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,47,11,55,1,1,3,13,0
1035,2,0,28071.0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,44,12,313,0,0,1,21,1
1036,4,0,37334.0,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,66,10,62,2,1,4,15,2
1037,3,0,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,52,11,92,2,1,3,16,2
1038,4,1,37126.0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,1,53,10,72,1,1,3,12,0
1039,2,1,47703.0,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,71,11,655,1,1,3,26,0
1040,2,1,61180.0,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,65,10,704,1,1,3,21,0
1041,2,1,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,0,70,12,54,2,1,4,16,0
1042,2,0,8028.0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,33,12,178,0,0,1,35,1
1043,2,0,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,62,10,1033,0,0,2,16,1
1044,2,0,34728.0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,1,38,11,36,1,1,3,11,2
1045,3,0,33168.0,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,59,12,122,1,1,2,17,2
1046,3,1,33585.0,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,58,11,122,1,1,3,11,0
1047,4,1,77037.0,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,64,11,1123,1,1,3,30,3
1048,2,0,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,1,40,12,497,1,1,3,26,2
1049,2,1,44529.0,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,58,11,691,1,1,3,30,0
1051,4,0,28764.0,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,58,10,12,2,1,4,12,2
1052,4,1,69098.0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,75,11,2440,0,0,2,30,3
1053,0,0,25959.0,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,1,54,11,56,2,1,3,13,2
1054,3,1,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,41,11,37,1,1,3,12,0
1055,2,0,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,39,12,968,0,0,1,23,1
1056,2,1,42557.0,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,50,12,270,1,1,3,23,0
1057,4,1,53312.0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,73,11,278,0,0,2,19,3
1058,2,0,72228.0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,72,12,1250,0,0,1,25,1
1059,2,0,67605.0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,37,11,938,0,0,2,18,1
1060,3,1,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,75,12,1178,2,1,4,36,0
1061,2,0,65196.0,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,66,11,1155,2,1,4,31,2
1062,4,0,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,37,11,653,0,0,1,25,1
1063,4,0,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,51,10,49,2,1,3,11,2
1064,4,1,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,60,10,506,1,1,3,19,0
1065,2,1,16860.0,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,63,12,38,2,1,4,15,0
1066,2,0,83528.0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,1,32,10,1650,0,0,1,24,1
1067,0,0,64176.0,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,59,12,1826,1,1,2,39,1
1068,2,0,22304.0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,68,12,18,0,0,1,12,1
1069,2,1,67023.0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,0,46,10,906,0,0,2,26,3
1071,2,0,70713.0,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,58,12,1477,1,1,3,28,1
1072,2,0,59925.0,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,69,12,766,1,1,3,29,2
1073,2,1,39722.0,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,71,10,47,1,1,3,12,0
1074,2,0,46610.0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,66,11,467,0,0,2,20,1
1075,2,0,88347.0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,63,11,2116,0,0,2,22,1
1076,4,1,87171.0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,43,11,1298,0,0,2,27,3
1077,0,0,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,48,11,22,2,1,4,13,2
1078,3,0,50014.0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,56,10,396,1,1,2,20,2
1079,4,1,41014.0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,46,11,20,1,1,3,11,0
1080,2,0,66294.0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,59,10,967,0,0,1,15,1
1081,2,1,36715.0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,1,53,12,357,1,1,3,28,0
1082,2,1,79456.0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,1,68,12,1401,0,0,2,19,3
1083,2,0,40479.0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,42,11,15,1,1,3,8,2
1084,3,0,75345.0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,1,54,11,2087,0,0,1,23,1
1085,2,1,54233.0,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,47,11,981,1,1,3,34,0
1086,2,0,24163.0,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,54,11,17,2,1,3,10,2
1087,4,0,84460.0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,1,66,11,523,0,0,2,27,1
1088,2,0,43776.0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,41,10,23,1,1,3,10,2
1089,4,0,71691.0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,1,66,10,1192,0,0,1,19,1
1090,4,1,85844.0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,51,10,1958,0,0,2,22,3
1091,4,0,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,50,10,133,1,1,2,14,2
1093,4,0,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,52,11,73,2,1,3,17,2
1094,4,1,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,59,10,121,2,1,4,13,0
1095,2,0,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,45,11,424,1,1,2,19,2
1096,2,0,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,66,10,868,1,1,2,14,2
1097,0,0,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,38,12,756,0,0,1,16,1
1098,3,0,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,42,11,12,1,1,3,11,2
1099,2,1,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,45,11,937,1,1,3,30,0
1100,2,0,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,49,11,1862,0,0,1,18,1
1101,0,1,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,45,11,367,1,1,3,19,0
1102,2,1,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,38,11,443,1,1,3,28,0
1103,2,0,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,54,11,267,1,1,3,18,2
1104,2,1,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,52,10,61,1,1,3,14,0
1105,4,0,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,64,11,1323,0,0,1,23,1
1106,4,1,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,72,10,63,1,1,3,11,0
1108,0,1,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,50,10,562,1,1,3,24,0
1109,2,1,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,59,10,312,2,1,4,23,0
1110,2,0,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,70,11,1156,0,0,1,17,1
1111,0,0,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,1,41,11,1104,0,0,1,21,1
1112,4,0,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,51,10,16,2,1,3,9,2
1114,4,0,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,40,11,44,1,1,2,17,2
1115,2,0,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,53,11,1574,1,1,3,20,2
1116,4,1,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,1,41,11,63,1,1,3,13,0
1117,3,1,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,1,41,11,426,0,0,2,18,3
1118,1,0,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,58,11,96,0,0,2,14,1
1119,0,1,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,46,11,635,1,1,3,32,0
1120,2,0,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,56,11,757,1,1,2,25,2
1121,4,1,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,45,12,125,1,1,3,16,0
1122,3,0,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,51,11,332,2,1,3,23,2
1123,2,0,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,45,11,135,1,1,2,11,2
